Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Thailand,THA,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,1.210000038,1.121999979,1.065999985,1.039999962,0.875,0.620000005,0.675999999,0.531000018,0.238999993,0.56400001,0.611000001,0.712000012,0.841000021,0.748000026,0.736000001,1.088999987
United States,USA,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,5.065999985,4.614999771,4.724999905,6.092999935,10.27600002,10.50800037,9.37100029,8.227000237,7.627999783,6.262000084,5.367000103,4.93900013,4.40199995,3.950999975,3.720999956,7.796000004
Canada,CAN,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,7.017000198,6.521999836,6.383999825,6.572000027,9.532999992,8.793999672,7.959000111,7.71600008,7.497000217,7.377999783,7.461999893,7.681000233,6.781000137,6.138999939,6.03000021,9.526000023
Mexico,MEX,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,3.368000031,3.388999939,3.41899991,3.779000044,5.363999844,5.369999886,5.191999912,4.894000053,4.883999825,4.788000107,4.228000164,3.829999924,3.312000036,3.188999891,3.457000017,4.666999817
Central African Republic,CAF,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,4.842000008,4.803999901,4.769000053,4.673999786,4.644999981,4.734000206,4.712999821,4.671999931,4.68900013,4.747000217,4.827000141,4.883999825,4.923999786,4.938000202,4.980999947,5.677000046
Chad,TCD,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,1.159000039,1.202999949,1.212000012,1.226999998,1.238999963,1.235999942,1.276000023,1.274000049,1.296000004,1.309000015,1.332999945,1.368000031,1.378000021,1.383999944,1.368000031,2.046000004
Mali,MLI,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,8.265999794,9.498000145,10.73700047,9.112999916,7.508999825,5.90899992,5.06799984,4.90199995,4.697000027,6.440999985,6.894999981,6.790999889,6.686999798,6.704999924,6.71999979,6.961999893
"Iran, Islamic Rep.",IRN,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,10.33399963,10.27000046,9.493000031,9.274000168,10.98999977,12.10299969,10.72099972,10.59700012,8.779000282,8.94299984,9.430000305,10.7159996,10.33899975,10.52400017,9.109999657,10.63399982
Ukraine,UKR,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,7.53399992,7.015999794,6.698999882,6.630000114,10.35999966,9.357999802,8.998999596,8.557999611,8.076000214,10.92099953,10.13199997,10.88599968,11.15299988,10.05700016,8.49600029,9.454999924
Thailand,THA,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,1.470000029,1.302999973,1.27699995,1.299999952,1.011999965,0.620000005,0.646000028,0.621999979,0.259000003,0.593999982,0.591000021,0.671999991,0.82099998,0.787999988,0.70599997,1.108999968
